time,G(i),H_sun,T2m,WS10m,Int
20230405:0611,0,0,9.97,6.83,0
20230405:0711,37.67,9.24,9.87,5.52,0
20230405:0811,202.53,18.13,9.89,4.76,0
20230405:0911,56.04,26.52,10.03,4.9,0
20230405:1011,237.57,33.85,10.54,4.62,0
20230405:1111,126.79,39.44,10.68,4.9,0
20230405:1211,192.94,42.55,10.61,5.31,0
20230405:1311,315.57,42.59,10.67,5.93,0
20230405:1411,420.17,39.56,10.44,6.62,0
20230405:1511,564.33,34.02,10.2,6.41,0
20230405:1611,473.46,26.73,9.92,5.79,0
20230405:1711,192.8,18.36,9.59,5.03,0
20230405:1811,60.7,9.48,9.3,4.07,0
20230405:1911,0,0,8.94,3.52,0
20230405:2011,0,0,8.63,3.31,0
20230405:2111,0,0,8.41,2.97,0
20230405:2211,0,0,8.15,2.55,0
20230405:2311,0,0,7.88,2.83,0
20230406:0011,0,0,7.53,2.55,0
20230406:0111,0,0,7.05,2.34,0
20230406:0211,0,0,6.99,2.83,0
20230406:0311,0,0,7.21,3.31,0
20230406:0411,0,0,7.23,3.1,0
20230406:0511,0,0,7.32,2.21,0
20230406:0611,0,0,7.13,2.34,0
20230406:0711,92.5,9.59,7.1,2.34,0
20230406:0811,304.49,18.49,7.74,2.9,0
20230406:0911,336,26.88,8.23,3.59,0
20230406:1011,722.68,34.22,8.77,4.21,0
20230406:1111,802.94,39.83,8.98,4.55,0
20230406:1211,636.49,42.93,9.24,4.69,0
20230406:1311,823.38,42.96,9.42,4.69,0
20230406:1411,811.08,39.9,9.45,4.28,0
20230406:1511,807.43,34.33,9.47,4.34,0
20230406:1611,601.58,27.01,9.35,4,0
20230406:1711,373.83,18.63,9.22,3.52,0
20230406:1811,148.31,9.74,8.87,3.03,0
20230406:1911,0,0,8.54,2.55,0
20230406:2011,0,0,7.78,2.07,0
20230406:2111,0,0,6.88,1.93,0
20230406:2211,0,0,6.39,2.28,0
20230406:2311,0,0,6.11,2.62,0
20230407:0011,0,0,6.1,2.97,0
20230407:0111,0,0,6.21,3.38,0
20230407:0211,0,0,6.09,3.79,0
20230407:0311,0,0,6.07,4.28,0
20230407:0411,0,0,6.07,4.69,0
20230407:0511,0,0,6.21,5.03,0
20230407:0611,0,0,6.24,5.38,0
20230407:0711,85.44,9.94,6.62,5.86,0
20230407:0811,295.69,18.84,7.47,6.07,0
20230407:0911,503.98,27.23,8.3,6.41,0
20230407:1011,580.92,34.59,8.94,7.24,0
20230407:1111,826.92,40.21,9.53,7.17,0
20230407:1211,984.93,43.31,10.28,6.97,0
20230407:1311,872.44,43.32,11.02,6.76,0
20230407:1411,588.25,40.24,11.47,6.69,0
20230407:1511,583.08,34.63,11.6,6.55,0
20230407:1611,282.03,27.28,11.49,6.21,0
20230407:1711,154.97,18.89,11.48,6,0
20230407:1811,86.81,9.99,11.07,5.86,0
20230407:1911,0,0,10.44,6.34,0
20230407:2011,0,0,9.76,7.03,0
20230407:2111,0,0,9.36,7.38,0
20230407:2211,0,0,9.09,8.62,0
20230407:2311,0,0,8.64,7.38,0
20230408:0011,0,0,8.39,7.79,0
20230408:0111,0,0,8.33,7.79,0
20230408:0211,0,0,8.43,7.59,0
20230408:0311,0,0,8.5,7.66,0
20230408:0411,0,0,8.51,7.72,0
20230408:0511,0,0,8.48,7.59,0
20230408:0611,0,0,8.59,7.38,0
20230408:0711,54.25,10.28,8.73,7.24,0
20230408:0811,126.57,19.18,9.17,7.1,0
20230408:0911,207.15,27.59,9.78,7.86,0
20230408:1011,320.75,34.96,10.1,8.07,0
20230408:1111,139.65,40.59,10.57,7.24,0
20230408:1211,136.9,43.69,11.03,6.34,0
20230408:1311,364.79,43.69,11.53,6,0
20230408:1411,191.8,40.57,11.81,5.72,0
20230408:1511,286.46,34.94,12.14,6,0
20230408:1611,261.63,27.56,12.21,6.07,0
20230408:1711,64.31,19.15,12.02,6.76,0
20230408:1811,10.11,10.25,11.63,7.1,0
20230408:1911,0,0,11.12,7.38,0
20230408:2011,0,0,10.49,7.93,0
20230408:2111,0,0,10.15,8.34,0
20230408:2211,0,0,10.16,8.9,0
20230408:2311,0,0,10.06,9.1,0
20230409:0011,0,0,10.07,9.45,0
20230409:0111,0,0,10.01,9.66,0
20230409:0211,0,0,10.02,9.59,0
20230409:0311,0,0,9.93,9.52,0
20230409:0411,0,0,9.89,9.59,0
20230409:0511,0,0,9.86,9.66,0
20230409:0611,0,0,9.88,9.72,0
20230409:0711,11.03,10.62,10.04,9.86,0
20230409:0811,71.66,19.53,10.15,10,0
20230409:0911,101.98,27.94,10.33,9.52,0
20230409:1011,260.21,35.33,10.72,8.62,0
20230409:1111,525.87,40.97,10.98,8.83,0
20230409:1211,207.38,44.07,11.34,9.24,0
20230409:1311,144.25,44.05,11.47,9.79,0
20230409:1411,149.76,40.91,11.05,9.79,0
20230409:1511,123.11,35.24,10.71,9.31,0
20230409:1611,78.09,27.84,10.53,8,0
20230409:1711,104.63,19.41,10.61,6.21,0
20230409:1811,30.32,10.5,10.52,4.83,0
20230409:1911,0,0,10.09,4.55,0
20230409:2011,0,0,9.71,4.69,0
20230409:2111,0,0,9.53,5.59,0
20230409:2211,0,0,9.28,8.34,0
20230409:2311,0,0,8.77,9.72,0
20230410:0011,0,0,8.94,9.45,0
20230410:0111,0,0,9.14,9.45,0
20230410:0211,0,0,8.71,8.97,0
20230410:0311,0,0,8.26,7.66,0
20230410:0411,0,0,8.11,6.07,0
20230410:0511,0,0,7.77,5.45,0
20230410:0611,1.72,2,7.51,5.17,0
20230410:0711,104.94,10.96,7.67,5.45,0
20230410:0811,127.91,19.87,8.22,5.79,0
20230410:0911,90.04,28.29,8.33,6.28,0
20230410:1011,575.58,35.69,8.34,8.69,0
20230410:1111,609.01,41.34,8.49,9.31,0
20230410:1211,1019.04,44.45,8.4,9.66,0
20230410:1311,991.35,44.41,8.81,10.48,0
20230410:1411,749.36,41.24,8.66,11.52,0
20230410:1511,801.39,35.54,9,12.28,0
20230410:1611,635.41,28.11,9.2,12.34,0
20230410:1711,336.2,19.67,9.05,12.14,0
20230410:1811,152.85,10.75,8.76,11.24,0
20230410:1911,0.86,1.8,8.19,10.69,0
20230410:2011,0,0,7.7,9.66,0
20230410:2111,0,0,7.52,9.03,0
20230410:2211,0,0,7.68,8.69,0
20230410:2311,0,0,7.67,8.48,0
20230411:0011,0,0,7.46,7.79,0
20230411:0111,0,0,7.53,6.9,0
20230411:0211,0,0,7.69,6.62,0
20230411:0311,0,0,7.64,6.34,0
20230411:0411,0,0,7.42,5.86,0
20230411:0511,0,0,7.47,7.45,0
20230411:0611,1.72,2.34,7.69,7.93,0
20230411:0711,18.38,11.3,7.77,7.86,0
20230411:0811,42.26,20.21,7.99,8.07,0
20230411:0911,90.96,28.64,7.68,8.34,0
20230411:1011,108.41,36.05,7.53,10.55,0
20230411:1111,111.17,41.72,8.29,8.62,0
20230411:1211,151.6,44.82,8.56,8.62,0
20230411:1311,103.82,44.77,7.71,7.79,0
20230411:1411,90.04,41.57,6.64,8.21,0
20230411:1511,217.98,35.83,6.63,10.28,0
20230411:1611,130.46,28.38,6.72,10.62,0
20230411:1711,165.64,19.92,7.01,10.97,0
20230411:1811,147.32,11,6.73,12.07,0
20230411:1911,3.44,2.06,5.87,12.21,0
20230411:2011,0,0,6.12,12.48,0
20230411:2111,0,0,6.31,13.17,0
20230411:2211,0,0,5.98,12.97,0
20230411:2311,0,0,5.94,12.62,0
20230412:0011,0,0,5.84,12.41,0
20230412:0111,0,0,6.17,12.34,0
20230412:0211,0,0,5.76,14.41,0
20230412:0311,0,0,5.56,10.62,0
20230412:0411,0,0,6.3,7.1,0
20230412:0511,0,0,5.75,4.62,0
20230412:0611,6.03,2.68,6.42,8.48,0
20230412:0711,108.65,11.63,6.28,10.62,0
20230412:0811,103.12,20.54,5.87,11.38,0
20230412:0911,95.55,28.99,6.65,13.66,0
20230412:1011,190.34,36.41,6.88,13.72,0
20230412:1111,202.72,42.09,8.06,15.52,0
20230412:1211,377.71,45.19,8.7,15.17,0
20230412:1311,242.73,45.13,8.83,15.52,0
20230412:1411,444.61,41.89,8.77,14.83,0
20230412:1511,572.08,36.13,8.91,14.07,0
20230412:1611,412.63,28.65,8.89,13.59,0
20230412:1711,335.43,20.18,8.79,12.76,0
20230412:1811,108,11.25,8.47,12.28,0
20230412:1911,1.72,2.31,8.18,12.21,0
20230412:2011,0,0,7.94,10.83,0
20230412:2111,0,0,7.83,9.66,0
20230412:2211,0,0,6.97,9.17,0
20230412:2311,0,0,7,8.48,0
20230413:0011,0,0,6.79,7.79,0
20230413:0111,0,0,6.59,7.03,0
20230413:0211,0,0,6.59,6.69,0
20230413:0311,0,0,6.49,6.14,0
20230413:0411,0,0,6.51,5.72,0
20230413:0511,0,0,6.57,5.72,0
20230413:0611,10.33,3.01,6.58,5.59,0
20230413:0711,118.12,11.96,7.24,6.07,0
20230413:0811,304.38,20.88,7.98,6.34,0
20230413:0911,581.84,29.33,8.47,6.48,0
20230413:1011,642.58,36.76,8.99,5.79,0
20230413:1111,869.01,42.45,9.09,6,0
20230413:1211,567.6,45.56,9.23,6.14,0
20230413:1311,852.01,45.48,9.29,6.14,0
20230413:1411,506.54,42.22,9.2,5.86,0
20230413:1511,647.38,36.42,9.32,5.38,0
20230413:1611,562.43,28.92,9.17,4.69,0
20230413:1711,393.65,20.43,9.03,4.34,0
20230413:1811,163.48,11.5,8.7,4.07,0
20230413:1911,6.89,2.56,8.31,3.45,0
20230413:2011,0,0,7.36,2.9,0
20230413:2111,0,0,6.68,2.21,0
20230413:2211,0,0,6.29,1.03,0
20230413:2311,0,0,6.13,0.41,0
20230414:0011,0,0,6.48,0.28,0
20230414:0111,0,0,6.33,0.41,0
20230414:0211,0,0,6.14,0.62,0
20230414:0311,0,0,5.85,0.83,0
20230414:0411,0,0,5.91,1.17,0
20230414:0511,0,0,5.79,1.79,0
20230414:0611,12.06,3.34,5.4,2.69,0
20230414:0711,120.46,12.29,5.96,2.83,0
20230414:0811,352.64,21.21,7.69,3.72,0
20230414:0911,591.31,29.67,8.74,4.97,0
20230414:1011,803.85,37.12,9.29,4.55,0
20230414:1111,928.95,42.82,9.88,4.97,0
20230414:1211,1040.24,45.93,10.08,5.93,0
20230414:1311,1067.08,45.83,10.3,6.69,0
20230414:1411,962.22,42.54,10.28,7.1,0
20230414:1511,812.13,36.71,10.56,7.38,0
20230414:1611,634.06,29.19,10.7,7.52,0
20230414:1711,369.42,20.68,10.3,7.52,0
20230414:1811,168.79,11.75,10.04,7.03,0
20230414:1911,8.61,2.81,9.51,5.72,0
20230414:2011,0,0,8.73,4.62,0
20230414:2111,0,0,8.37,4.14,0
20230414:2211,0,0,8.13,3.72,0
20230414:2311,0,0,8.23,3.24,0
20230415:0011,0,0,8,3.1,0
20230415:0111,0,0,7.88,2.62,0
20230415:0211,0,0,7.69,2.48,0
20230415:0311,0,0,7.57,2.48,0
20230415:0411,0,0,7.36,2.07,0
20230415:0511,0,0,7.3,1.66,0
20230415:0611,3.44,3.66,7.5,2.34,0
20230415:0711,81.26,12.61,8.08,3.52,0
20230415:0811,142.57,21.54,8.99,4.55,0
20230415:0911,173.84,30.01,9.43,5.59,0
20230415:1011,185.18,37.46,9.41,6.9,0
20230415:1111,179.16,43.18,9.55,7.45,0
20230415:1211,191.1,46.29,9.53,7.66,0
20230415:1311,171.81,46.18,9.43,8,0
20230415:1411,173.65,42.86,9.37,7.93,0
20230415:1511,84.53,37,9.43,8.14,0
20230415:1611,92.8,29.45,9.67,8.9,0
20230415:1711,51.45,20.93,9.64,8.48,0
20230415:1811,17.46,11.99,10.01,8.41,0
20230415:1911,1.72,3.06,10.24,8.21,0
20230415:2011,0,0,10.33,8,0
20230415:2111,0,0,10.58,7.66,0
20230415:2211,0,0,10.99,7.45,0
20230415:2311,0,0,10.99,7.24,0
20230416:0011,0,0,10.97,7.17,0
20230416:0111,0,0,10.98,6.9,0
20230416:0211,0,0,10.98,6.76,0
20230416:0311,0,0,10.95,6.69,0
20230416:0411,0,0,10.94,6.48,0
20230416:0511,0,0,11.03,6.34,0
20230416:0611,9.47,3.99,11.01,6.07,0
20230416:0711,84.56,12.93,11.15,5.86,0
20230416:0811,104.91,21.86,11.31,6,0
20230416:0911,165.63,30.34,11.57,5.93,0
20230416:1011,278.79,37.81,11.8,5.86,0
20230416:1111,790.23,43.54,12.26,5.66,0
20230416:1211,890.28,46.65,12.79,5.52,0
20230416:1311,910.58,46.52,13.08,5.38,0
20230416:1411,733.22,43.18,13.1,5.24,0
20230416:1511,785.61,37.29,13.15,4.97,0
20230416:1611,579.64,29.71,12.98,4.55,0
20230416:1711,133.76,21.18,12.72,4.41,0
20230416:1811,158.53,12.24,12.45,4.28,0
20230416:1911,4.31,3.31,12.08,4.21,0
20230416:2011,0,0,11.38,4.14,0
20230416:2111,0,0,11.26,4.34,0
20230416:2211,0,0,11.31,4.48,0
20230416:2311,0,0,11.25,5.03,0
20230417:0011,0,0,11.03,5.45,0
20230417:0111,0,0,10.91,5.66,0
20230417:0211,0,0,10.79,5.52,0
20230417:0311,0,0,10.74,5.59,0
20230417:0411,0,0,10.72,5.72,0
20230417:0511,0,0,10.7,5.86,0
20230417:0611,10.33,4.31,10.73,5.93,0
20230417:0711,52.37,13.25,10.87,6.07,0
20230417:0811,73.5,22.18,10.95,6.41,0
20230417:0911,124.95,30.67,11.28,6.41,0
20230417:1011,172.73,38.15,11.83,5.93,0
20230417:1111,332.31,43.89,12.19,5.79,0
20230417:1211,332.63,47.01,12.35,5.66,0
20230417:1311,483.15,46.87,12.43,4.9,0
20230417:1411,176.4,43.49,12.56,4.14,0
20230417:1511,208.25,37.57,12.59,3.79,0
20230417:1611,295.52,29.97,12.52,3.72,0
20230417:1711,159.06,21.43,12.43,3.93,0
20230417:1811,68.38,12.48,12.48,3.59,0
20230417:1911,7.75,3.56,12.51,3.72,0
20230417:2011,0,0,11.68,4.14,0
20230417:2111,0,0,11.65,5.1,0
20230417:2211,0,0,11.05,5.72,0
20230417:2311,0,0,10.36,5.72,0
20230418:0011,0,0,9.74,5.31,0
20230418:0111,0,0,9.3,4.9,0
20230418:0211,0,0,9.05,4.76,0
20230418:0311,0,0,9.15,5.17,0
20230418:0411,0,0,9.26,5.17,0
20230418:0511,0,0,9.58,5.03,0
20230418:0611,19.81,4.62,9.89,4.97,0
20230418:0711,129.45,13.56,10.19,5.03,0
20230418:0811,329.48,22.5,10.64,6,0
20230418:0911,395.18,30.99,11.22,5.79,0
20230418:1011,287.21,38.49,11.99,5.24,0
20230418:1111,349.54,44.24,12.81,4.97,0
20230418:1211,404.89,47.37,13.38,5.52,0
20230418:1311,431.49,47.21,13.61,5.79,0
20230418:1411,681.94,43.8,13.85,5.86,0
20230418:1511,641.55,37.85,13.91,5.79,0
20230418:1611,609.11,30.23,13.99,5.72,0
20230418:1711,394.26,21.67,13.83,5.59,0
20230418:1811,167.77,12.72,13.72,5.17,0
20230418:1911,12.06,3.8,13.2,4.97,0
20230418:2011,0,0,12.2,5.52,0
20230418:2111,0,0,11.45,6.34,0
20230418:2211,0,0,10.38,6.69,0
20230418:2311,0,0,9.76,6.21,0
20230419:0011,0,0,9.19,5.79,0
20230419:0111,0,0,8.71,5.66,0
20230419:0211,0,0,8.44,5.72,0
20230419:0311,0,0,8.16,6.07,0
20230419:0411,0,0,7.88,6.34,0
20230419:0511,0,0,7.57,6.48,0
20230419:0611,22.39,4.94,7.15,6.69,0
20230419:0711,135.49,13.87,7.46,6.83,0
20230419:0811,357,22.81,8.12,7.17,0
20230419:0911,603.34,31.31,8.89,7.72,0
20230419:1011,460.42,38.83,9.82,6.9,0
20230419:1111,171.81,44.59,10.46,6.97,0
20230419:1211,378.49,47.72,11.12,7.03,0
20230419:1311,746.35,47.55,11.42,6.76,0
20230419:1411,936.48,44.11,11.57,6.34,0
20230419:1511,777.47,38.13,11.89,6.34,0
20230419:1611,438.79,30.49,12.15,6.62,0
20230419:1711,354.16,21.92,12.13,6.34,0
20230419:1811,97.08,12.96,12.04,6.69,0
20230419:1911,6.03,4.05,11.65,6.83,0
20230419:2011,0,0,10.86,6.69,0
20230419:2111,0,0,10.41,6.69,0
20230419:2211,0,0,10.12,6.83,0
20230419:2311,0,0,9.97,6.62,0
20230420:0011,0,0,9.99,6.48,0
20230420:0111,0,0,9.92,6.62,0
20230420:0211,0,0,9.6,6.69,0
20230420:0311,0,0,9.3,6.83,0
20230420:0411,0,0,8.83,6.9,0
20230420:0511,0,0,8.24,7.24,0
20230420:0611,24.11,5.25,7.78,7.72,0
20230420:0711,139.19,14.18,8.01,8.28,0
20230420:0811,359.88,23.12,8.56,8.48,0
20230420:0911,601.8,31.63,9.29,8.48,0
20230420:1011,820.78,39.16,10.23,7.86,0
20230420:1111,976.75,44.93,11.19,8,0
20230420:1211,1033.98,48.07,12.07,8,0
20230420:1311,1072.14,47.88,12.66,7.86,0
20230420:1411,991.06,44.42,13.08,7.59,0
20230420:1511,848.74,38.41,13.37,7.31,0
20230420:1611,644.42,30.74,13.37,7.17,0
20230420:1711,408.04,22.16,13.22,7.03,0
20230420:1811,177.42,13.2,12.92,6.62,0
20230420:1911,17.22,4.29,12.24,6.41,0
20230420:2011,0,0,11.22,6.55,0
20230420:2111,0,0,10.17,6.83,0
20230420:2211,0,0,9.14,6.83,0
20230420:2311,0,0,8.83,6.76,0
20230421:0011,0,0,8.49,6.76,0
20230421:0111,0,0,8.1,6.83,0
20230421:0211,0,0,7.73,7.03,0
20230421:0311,0,0,7.24,7.17,0
20230421:0411,0,0,7.02,6.83,0
20230421:0511,0,0,6.95,7.1,0
20230421:0611,26.7,5.55,6.81,7.03,0
20230421:0711,142.03,14.48,7.37,6.76,0
20230421:0811,356.67,23.42,8.15,7.24,0
20230421:0911,580.19,31.95,9.01,8.14,0
20230421:1011,782.53,39.48,10.35,8.14,0
20230421:1111,946.95,45.28,11.33,7.79,0
20230421:1211,984.13,48.41,12.21,7.1,0
20230421:1311,990.55,48.21,13.03,6.48,0
20230421:1411,962.56,44.72,13.59,6,0
20230421:1511,609.42,38.68,14,6.34,0
20230421:1611,383.22,31,14.04,7.1,0
20230421:1711,204.3,22.4,13.89,7.1,0
20230421:1811,88.77,13.44,13.36,7.1,0
20230421:1911,3.44,4.53,12.82,6.9,0
20230421:2011,0,0,12.28,6.62,0
20230421:2111,0,0,11.65,6.34,0
20230421:2211,0,0,10.99,6.48,0
20230421:2311,0,0,10.46,5.86,0
20230422:0011,0,0,10.06,5.1,0
20230422:0111,0,0,9.67,4.62,0
20230422:0211,0,0,9.45,4.28,0
20230422:0311,0,0,9.34,4,0
20230422:0411,0,0,9.37,4.28,0
20230422:0511,0,0,9.37,4.83,0
20230422:0611,12.06,5.85,9.23,4.55,0
20230422:0711,63.39,14.78,8.97,4.41,0
20230422:0811,124.28,23.72,8.83,4.69,0
20230422:0911,48.69,32.25,8.74,4.76,0
20230422:1011,97.39,39.81,8.27,5.38,0
20230422:1111,166.3,45.61,8.31,5.72,0
20230422:1211,172.73,48.75,8.34,6,0
20230422:1311,257.76,48.54,8.48,5.03,0
20230422:1411,221.65,45.02,8.86,4.07,0
20230422:1511,121.28,38.95,9.38,4,0
20230422:1611,120.36,31.25,9.44,4,0
20230422:1711,55.13,22.64,9.57,3.79,0
20230422:1811,21.13,13.67,9.58,3.38,0
20230422:1911,4.31,4.78,9.56,2.69,0
20230422:2011,0,0,9.22,2.62,0
20230422:2111,0,0,8.86,3.03,0
20230422:2211,0,0,8.22,3.79,0
20230422:2311,0,0,7.97,3.86,0
20230423:0011,0,0,7.81,4.21,0
20230423:0111,0,0,7.61,4.48,0
20230423:0211,0,0,7.46,4.62,0
20230423:0311,0,0,7.52,4.62,0
20230423:0411,0,0,7.55,4.55,0
20230423:0511,0,0,7.74,4.55,0
20230423:0611,31,6.15,7.78,4.55,0
20230423:0711,138.82,15.07,8.44,4.76,0
20230423:0811,337.13,24.02,9.21,5.17,0
20230423:0911,592.08,32.56,9.98,4.97,0
20230423:1011,557.18,40.13,10.65,3.66,0
20230423:1111,596.76,45.95,11.1,2.97,0
20230423:1211,1019.99,49.09,11.59,2.48,0
20230423:1311,984.47,48.86,11.93,3.17,0
20230423:1411,945.68,45.32,12.17,4.55,0
20230423:1511,786.76,39.22,12.1,5.45,0
20230423:1611,619.89,31.49,11.63,5.72,0
20230423:1711,389.49,22.87,11.4,5.52,0
20230423:1811,127.16,13.9,10.97,5.45,0
20230423:1911,22.39,5.01,10.3,5.52,0
20230423:2011,0,0,9.3,5.66,0
20230423:2111,0,0,8.72,5.79,0
20230423:2211,0,0,8.42,5.86,0
20230423:2311,0,0,7.93,5.93,0
20230424:0011,0,0,7.65,6.07,0
20230424:0111,0,0,7.46,5.93,0
20230424:0211,0,0,7.32,6.07,0
20230424:0311,0,0,7.14,6.28,0
20230424:0411,0,0,6.95,6.48,0
20230424:0511,0,0,6.55,6.69,0
20230424:0611,34.45,6.44,6.35,7.1,0
20230424:0711,124.38,15.36,6.44,7.52,0
20230424:0811,351.62,24.31,6.88,7.66,0
20230424:0911,590.62,32.86,7.43,7.45,0
20230424:1011,706.89,40.44,8.26,7.1,0
20230424:1111,603.99,46.27,8.83,6.62,0
20230424:1211,927.68,49.42,9.39,6.48,0
20230424:1311,873.13,49.18,9.6,6.41,0
20230424:1411,961.47,45.62,9.9,6.48,0
20230424:1511,556.37,39.49,10.12,6.55,0
20230424:1611,558.27,31.74,9.85,6.41,0
20230424:1711,359.05,23.11,9.67,6.21,0
20230424:1811,179.3,14.14,9.16,6.28,0
20230424:1911,25.84,5.25,8.66,5.93,0
20230424:2011,0,0,7.67,5.45,0
20230424:2111,0,0,6.85,4.97,0
20230424:2211,0,0,6.03,4.55,0
20230424:2311,0,0,5.7,4.14,0
20230425:0011,0,0,5.4,3.86,0
20230425:0111,0,0,5.1,4.14,0
20230425:0211,0,0,4.86,4.55,0
20230425:0311,0,0,4.58,4.28,0
20230425:0411,0,0,4.4,4.28,0
20230425:0511,0,0,4.36,4.62,0
20230425:0611,30.14,6.73,4.08,5.24,0
20230425:0711,156.22,15.65,4.65,5.52,0
20230425:0811,371.43,24.6,5.86,5.66,0
20230425:0911,608.39,33.16,7.2,5.38,0
20230425:1011,795.11,40.75,8.18,5.45,0
20230425:1111,826.79,46.6,8.98,5.31,0
20230425:1211,468.06,49.75,9.49,5.52,0
20230425:1311,423.32,49.5,9.98,5.52,0
20230425:1411,256.42,45.91,10.18,5.24,0
20230425:1511,209.62,39.75,10.16,5.03,0
20230425:1611,135.98,31.98,10.12,4.69,0
20230425:1711,45.02,23.34,10.19,4.62,0
20230425:1811,16.54,14.37,10.27,4.21,0
20230425:1911,8.61,5.49,10.03,4.21,0
20230425:2011,0,0,9.44,4,0
20230425:2111,0,0,8.74,4.21,0
20230425:2211,0,0,8.5,5.03,0
20230425:2311,0,0,8.44,5.45,0
20230426:0011,0,0,8.34,5.52,0
20230426:0111,0,0,8.19,5.52,0
20230426:0211,0,0,8.09,5.38,0
20230426:0311,0,0,7.99,5.66,0
20230426:0411,0,0,7.84,5.86,0
20230426:0511,0,0,7.69,5.79,0
20230426:0611,29.28,7.02,7.69,5.59,0
20230426:0711,91.91,15.93,7.86,5.66,0
20230426:0811,208.87,24.89,8.27,5.86,0
20230426:0911,293.33,33.45,8.7,6.21,0
20230426:1011,427.09,41.06,9.24,5.31,0
20230426:1111,405.27,46.92,9.52,5.66,0
20230426:1211,548.26,50.08,9.69,5.79,0
20230426:1311,475.86,49.82,9.95,5.79,0
20230426:1411,572.07,46.2,10.18,5.72,0
20230426:1511,324.09,40.02,10.32,5.59,0
20230426:1611,294.12,32.22,10.66,5.45,0
20230426:1711,67.99,23.57,10.74,5.24,0
20230426:1811,67.97,14.59,10.7,5.1,0
20230426:1911,25.84,5.72,10.74,5.45,0
20230426:2011,0,0,10.66,5.79,0
20230426:2111,0,0,10.58,6.07,0
20230426:2211,0,0,10.04,5.72,0
20230426:2311,0,0,9.79,5.93,0
20230427:0011,0,0,9.6,5.93,0
20230427:0111,0,0,9.43,6.28,0
20230427:0211,0,0,9.35,5.79,0
20230427:0311,0,0,9.28,5.66,0
20230427:0411,0,0,9.32,5.17,0
20230427:0511,0,0,9.43,4.9,0
20230427:0611,35.31,7.3,9.43,4.76,0
20230427:0711,127.56,16.21,9.72,4.55,0
20230427:0811,209.5,25.17,10.33,5.1,0
20230427:0911,258.96,33.74,10.9,4.97,0
20230427:1011,93.71,41.36,11.43,4.62,0
20230427:1111,169.97,47.24,11.84,4.21,0
20230427:1211,187.43,50.4,12.2,4.07,0
20230427:1311,119.44,50.13,12.22,3.31,0
20230427:1411,117.6,46.48,12.2,3.45,0
20230427:1511,280.45,40.28,11.67,2.83,0
20230427:1611,94.63,32.46,11.58,2.14,0
20230427:1711,35.83,23.8,11.47,2,0
20230427:1811,18.38,14.82,11.25,2.14,0
20230427:1911,4.31,5.95,10.97,1.59,0
20230427:2011,0,0,10.5,1.17,0
20230427:2111,0,0,10.32,1.1,0
20230427:2211,0,0,10.86,1.86,0
20230427:2311,0,0,10.79,2,0
20230428:0011,0,0,10.7,2.28,0
20230428:0111,0,0,10.63,3.17,0
20230428:0211,0,0,10.55,3.86,0
20230428:0311,0,0,10.51,3.93,0
20230428:0411,0,0,10.5,4.07,0
20230428:0511,0,0,10.49,4.07,0
20230428:0611,36.17,7.57,10.46,4.07,0
20230428:0711,107.1,16.48,10.57,4,0
20230428:0811,253.4,25.44,10.77,3.86,0
20230428:0911,282.9,34.02,11,3.72,0
20230428:1011,346.72,41.66,10.96,3.93,0
20230428:1111,484.2,47.55,11.23,3.52,0
20230428:1211,560.43,50.72,11.67,3.31,0
20230428:1311,487.87,50.44,11.84,2.97,0
20230428:1411,529.1,46.76,11.93,3.03,0
20230428:1511,461.61,40.53,12.19,3.24,0
20230428:1611,406.7,32.7,12.26,2.83,0
20230428:1711,376.03,24.02,12.05,2.07,0
20230428:1811,120.38,15.05,12,1.38,0
20230428:1911,15.5,6.18,11.88,0.69,0
20230428:2011,0,0,11.73,0.69,0
20230428:2111,0,0,11.48,1.31,0
20230428:2211,0,0,11.24,1.38,0
20230428:2311,0,0,11.41,1.93,0
20230429:0011,0,0,11.29,2.28,0
20230429:0111,0,0,11.32,2.21,0
20230429:0211,0,0,11.31,2.21,0
20230429:0311,0,0,11.34,2.48,0
20230429:0411,0,0,11.31,2.69,0
20230429:0511,0,0,11.36,2.76,0
20230429:0611,28.42,7.85,11.33,2.83,0
20230429:0711,73.5,16.75,11.59,3.03,0
20230429:0811,236.45,25.71,11.82,3.38,0
20230429:0911,399.42,34.3,12.27,3.72,0
20230429:1011,522.77,41.95,12.66,3.72,0
20230429:1111,443.55,47.86,12.98,3.59,0
20230429:1211,633.37,51.04,13.25,3.17,0
20230429:1311,377.99,50.74,13.59,3.17,0
20230429:1411,348.31,47.04,13.65,3.66,0
20230429:1511,608.34,40.78,13.51,3.59,0
20230429:1611,268.92,32.93,12.85,3.72,0
20230429:1711,188.1,24.25,12.55,3.59,0
20230429:1811,57.88,15.27,12.3,3.45,0
20230429:1911,7.75,6.41,12.03,3.03,0
20230429:2011,0,0,11.82,2.62,0
20230429:2111,0,0,11.75,2.41,0
20230429:2211,0,0,11.37,2.97,0
20230429:2311,0,0,11.47,3.38,0
20230430:0011,0,0,11.49,4.07,0
20230430:0111,0,0,11.33,4.48,0
20230430:0211,0,0,11.31,4.76,0
20230430:0311,0,0,11.21,5.03,0
20230430:0411,0,0,11.06,4.83,0
20230430:0511,0,0,11.18,4.69,0
20230430:0611,37.89,8.11,11.1,4.55,0
20230430:0711,127.02,17.01,11.26,4.55,0
20230430:0811,208.32,25.98,11.57,4.76,0
